id,branch,language,segments_IPA,segments_source,sound_type,source,comments,glottocode
282,Avar-Andic,Chamalal,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Аффрикаты утратили контраст по силе. В случае c, ʟ, ʟ', q, q' сохранились сильные члены корреляции, в случае c' č, č' --- слабые члены.",cham1309
283,Avar-Andic,Chamalal,tʃʰʷ,č˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
284,Avar-Andic,Chamalal,w,w,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
285,Avar-Andic,Chamalal,xː,x̄,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
286,Avar-Andic,Chamalal,xːʷ,x̄˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
287,Avar-Andic,Chamalal,z,z,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
288,Avar-Andic,Chamalal,zʷ,z˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
289,Avar-Andic,Chamalal,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
290,Avar-Andic,Chamalal,ʒʷ,ž˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
291,Avar-Andic,Chamalal,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
292,Avar-Andic,Chamalal,ʔʷ,ʔ˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
293,Avar-Andic,Chamalal,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 324-325]",Согласные ʕ и ʜ встречаются лишь в заимствованиях и звукоподражаниях.,cham1309
294,Avar-Andic,Chamalal,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
295,Avar-Andic,Chamalal,χː,χ̄,consonant,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
296,Avar-Andic,Chamalal,χːʷ,χ̄˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
297,Avar-Andic,Chamalal,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 324-325]","Контраст по лабиализации охватывает согласные всех рядов, кроме губных и эмфатических ларингалов, причем лабиализованные представлены как в начале, так и в конце слога. Особенностью гакваринского диалекта являются лабиализованные сонорные",cham1309
298,Avar-Andic,Chamalal,a,a,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
299,Avar-Andic,Chamalal,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
300,Avar-Andic,Chamalal,aːⁿ,ã:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
301,Avar-Andic,Chamalal,aⁿ,ã,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
302,Avar-Andic,Chamalal,e,e,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
303,Avar-Andic,Chamalal,eː,e:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
304,Avar-Andic,Chamalal,eⁿ,ẽ,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
305,Avar-Andic,Chamalal,i,i,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
306,Avar-Andic,Chamalal,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
307,Avar-Andic,Chamalal,iːⁿ,ĩ:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
308,Avar-Andic,Chamalal,iⁿ,ĩ,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
309,Avar-Andic,Chamalal,o,o,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
310,Avar-Andic,Chamalal,u,u,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
311,Avar-Andic,Chamalal,uː,u:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
312,Avar-Andic,Chamalal,uːⁿ,ũ:,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
313,Avar-Andic,Chamalal,uⁿ,ũ,vowel,"[Кибрик, Кодзасов 1990: 324-325]",,cham1309
314,Avar-Andic,Tindi,b,b,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
315,Avar-Andic,Tindi,ç,xy,consonant,"[Кибрик, Кодзасов 1990: 326–327]","фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",tind1238
316,Avar-Andic,Tindi,c',k'y,consonant,"[Кибрик, Кодзасов 1990: 326–327]","фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",tind1238
317,Avar-Andic,Tindi,c'ʷ,k'y˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
318,Avar-Andic,Tindi,cː,k̄y,consonant,"[Кибрик, Кодзасов 1990: 326–327]","сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом; фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",tind1238
319,Avar-Andic,Tindi,çː,x̄y,consonant,"[Кибрик, Кодзасов 1990: 326–327]","фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",tind1238
320,Avar-Andic,Tindi,cːʷ,ɡ˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
321,Avar-Andic,Tindi,çːʷ,x̄y˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
322,Avar-Andic,Tindi,cʰ,ky,consonant,"[Кибрик, Кодзасов 1990: 326–327]","фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",tind1238
323,Avar-Andic,Tindi,cʰʷ,ky˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
324,Avar-Andic,Tindi,çʷ,xy˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
325,Avar-Andic,Tindi,d,d,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
326,Avar-Andic,Tindi,dʷ,d˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
327,Avar-Andic,Tindi,ɡ,ɡ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
328,Avar-Andic,Tindi,ɡʷ,ɡ˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
329,Avar-Andic,Tindi,h,h,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
330,Avar-Andic,Tindi,hʷ,h˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
331,Avar-Andic,Tindi,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",эмфатические ларингалы встречаются в заимствованиях и звукоподражаниях,tind1238
332,Avar-Andic,Tindi,j,j,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
333,Avar-Andic,Tindi,ɟ,ɡy,consonant,"[Кибрик, Кодзасов 1990: 326–327]","фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации. До сих пор палатальные встречаются в основном перед и после гласных переднего ряда, причем палатализованными в этих позициях обычно не бывают лабиализованные согласные. Однако такое распределение соблюдается не всегда.",tind1238
334,Avar-Andic,Tindi,ɟʷ,ɡy˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
335,Avar-Andic,Tindi,k',k',consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
336,Avar-Andic,Tindi,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
337,Avar-Andic,Tindi,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]","реализуется непридыхательным взрывным, в интервокальной позиции не геминируется",tind1238
338,Avar-Andic,Tindi,kːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
339,Avar-Andic,Tindi,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
340,Avar-Andic,Tindi,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
341,Avar-Andic,Tindi,l,l,consonant,"[Кибрик, Кодзасов 1990: 326–327]",отмечена прогрессивная палатализация [l],tind1238
342,Avar-Andic,Tindi,lʰ,ɫ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",реализуется близко к [lʰ],tind1238
343,Avar-Andic,Tindi,lʷ,l˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
344,Avar-Andic,Tindi,ɬː,ɫ̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
345,Avar-Andic,Tindi,m,m,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
346,Avar-Andic,Tindi,n,n,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
347,Avar-Andic,Tindi,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
348,Avar-Andic,Tindi,q'ː,q̄',consonant,"[Кибрик, Кодзасов 1990: 326–327]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",tind1238
349,Avar-Andic,Tindi,q'ːʷ,q̄'˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
350,Avar-Andic,Tindi,qː,q̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]","сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом; Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",tind1238
351,Avar-Andic,Tindi,qːʷ,q̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
352,Avar-Andic,Tindi,r,r,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
353,Avar-Andic,Tindi,rʷ,r˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
354,Avar-Andic,Tindi,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
355,Avar-Andic,Tindi,ʁʷ,ʀ˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
356,Avar-Andic,Tindi,s,s,consonant,"[Кибрик, Кодзасов 1990: 326–327]","в парах спирантов маркированы слабые: они произносятся расслабленно, воздушно, с придыханием",tind1238
357,Avar-Andic,Tindi,sː,s̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
358,Avar-Andic,Tindi,sːʷ,s̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
359,Avar-Andic,Tindi,sʷ,s˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
360,Avar-Andic,Tindi,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
361,Avar-Andic,Tindi,ʃː,s̄̌,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
362,Avar-Andic,Tindi,ʃːʷ,s̄̌˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
363,Avar-Andic,Tindi,ʃʷ,š˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
364,Avar-Andic,Tindi,t',t',consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
365,Avar-Andic,Tindi,t'ʷ,t'˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
366,Avar-Andic,Tindi,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
367,Avar-Andic,Tindi,tʰʷ,t˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
368,Avar-Andic,Tindi,tɬ'ː,ʟ̄',consonant,"[Кибрик, Кодзасов 1990: 326–327]","почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",tind1238
369,Avar-Andic,Tindi,tɬ'ːʷ,ʟ̄'˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
370,Avar-Andic,Tindi,tɬː,ʟ̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]","почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",tind1238
371,Avar-Andic,Tindi,tɬːʷ,ʟ̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
372,Avar-Andic,Tindi,ts',c',consonant,"[Кибрик, Кодзасов 1990: 326–327]","почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",tind1238
373,Avar-Andic,Tindi,ts'ʷ,c'˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
374,Avar-Andic,Tindi,tsː,c̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]","почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный; сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом",tind1238
375,Avar-Andic,Tindi,tsːʷ,c̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
376,Avar-Andic,Tindi,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 326–327]","почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",tind1238
377,Avar-Andic,Tindi,tʃ'ʷ,č'˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
378,Avar-Andic,Tindi,tʃː,c̄̌,consonant,"[Кибрик, Кодзасов 1990: 326–327]",сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом,tind1238
379,Avar-Andic,Tindi,tʃːʷ,c̄̌˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
380,Avar-Andic,Tindi,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
381,Avar-Andic,Tindi,tʃʰʷ,č˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
382,Avar-Andic,Tindi,w,w,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
383,Avar-Andic,Tindi,x,x,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
384,Avar-Andic,Tindi,xː,x̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
385,Avar-Andic,Tindi,xːʷ,x̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
386,Avar-Andic,Tindi,xʷ,x˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
387,Avar-Andic,Tindi,z,z,consonant,"[Кибрик, Кодзасов 1990: 326–327]","в парах спирантов маркированы слабые: они произносятся расслабленно, воздушно, с придыханием",tind1238
388,Avar-Andic,Tindi,zʷ,z˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
389,Avar-Andic,Tindi,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
390,Avar-Andic,Tindi,ʒʷ,ž˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
391,Avar-Andic,Tindi,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
392,Avar-Andic,Tindi,ʔʷ,ʔ˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
393,Avar-Andic,Tindi,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",эмфатические ларингалы встречаются в заимствованиях и звукоподражаниях,tind1238
394,Avar-Andic,Tindi,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
395,Avar-Andic,Tindi,χː,χ̄,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
396,Avar-Andic,Tindi,χːʷ,χ̄˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
397,Avar-Andic,Tindi,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
398,Avar-Andic,Tindi,a,a,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
399,Avar-Andic,Tindi,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
400,Avar-Andic,Tindi,aːⁿ,ã:,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
401,Avar-Andic,Tindi,aⁿ,ã,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
402,Avar-Andic,Tindi,e,e,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
403,Avar-Andic,Tindi,eː,e:,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
404,Avar-Andic,Tindi,eːⁿ,ẽ:,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
405,Avar-Andic,Tindi,eⁿ,ẽ,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
406,Avar-Andic,Tindi,i,i,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
407,Avar-Andic,Tindi,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
408,Avar-Andic,Tindi,iːⁿ,ĩ:,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
409,Avar-Andic,Tindi,iⁿ,ĩ,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
410,Avar-Andic,Tindi,o,o,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
411,Avar-Andic,Tindi,oː,o:,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
412,Avar-Andic,Tindi,oⁿ,õ,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
413,Avar-Andic,Tindi,u,u,vowel,"[Кибрик, Кодзасов 1990: 326–327]",,tind1238
414,Avar-Andic,Tindi,uⁿ,ũ,vowel,"[Кибрик, Кодзасов 1990: 326–327]","различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",tind1238
415,Dargwa,Chiragh,b,b,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
416,Dargwa,Chiragh,d,d,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
417,Dargwa,Chiragh,ɡ,ɡ,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
418,Dargwa,Chiragh,ɡʷ,ɡ˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
419,Dargwa,Chiragh,h,h,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
420,Dargwa,Chiragh,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
421,Dargwa,Chiragh,j,j,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
422,Dargwa,Chiragh,k',k',consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
423,Dargwa,Chiragh,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
424,Dargwa,Chiragh,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
425,Dargwa,Chiragh,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
426,Dargwa,Chiragh,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
427,Dargwa,Chiragh,l,l,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
428,Dargwa,Chiragh,m,m,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
429,Dargwa,Chiragh,n,n,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
430,Dargwa,Chiragh,p',p',consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
431,Dargwa,Chiragh,pː,p̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
432,Dargwa,Chiragh,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
433,Dargwa,Chiragh,q',q',consonant,"[Кибрик, Кодзасов 1990: 334-335]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",sout3261
434,Dargwa,Chiragh,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
435,Dargwa,Chiragh,qː,q̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",sout3261
436,Dargwa,Chiragh,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 334-335]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",sout3261
437,Dargwa,Chiragh,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
438,Dargwa,Chiragh,r,r,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
439,Dargwa,Chiragh,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
440,Dargwa,Chiragh,s,s,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
441,Dargwa,Chiragh,sː,s̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
442,Dargwa,Chiragh,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
443,Dargwa,Chiragh,ʃʷ,š˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
444,Dargwa,Chiragh,t',t',consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
445,Dargwa,Chiragh,tː,t̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
446,Dargwa,Chiragh,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
447,Dargwa,Chiragh,ts',c',consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
448,Dargwa,Chiragh,tsː,c̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
449,Dargwa,Chiragh,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
450,Dargwa,Chiragh,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
451,Dargwa,Chiragh,tʃː,c̄̌,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
452,Dargwa,Chiragh,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
453,Dargwa,Chiragh,tʃʰʷ,č˳,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
454,Dargwa,Chiragh,w,w,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
455,Dargwa,Chiragh,x,x,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
456,Dargwa,Chiragh,xː,x̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
457,Dargwa,Chiragh,z,z,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
458,Dargwa,Chiragh,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
459,Dargwa,Chiragh,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
460,Dargwa,Chiragh,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
461,Dargwa,Chiragh,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
462,Dargwa,Chiragh,χː,χ̄,consonant,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
463,Dargwa,Chiragh,a,a,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
464,Dargwa,Chiragh,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
465,Dargwa,Chiragh,e,e,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
466,Dargwa,Chiragh,eː,e:,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
467,Dargwa,Chiragh,i,i,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
468,Dargwa,Chiragh,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
469,Dargwa,Chiragh,iˤ,iᶜ,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
470,Dargwa,Chiragh,o,o,vowel,"[Кибрик, Кодзасов 1990: 334-335]",Фонема a реализуется как IoI перед w b рядом с лабиализованными.,sout3261
471,Dargwa,Chiragh,u,u,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
472,Dargwa,Chiragh,uː,u:,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
473,Dargwa,Chiragh,uˤ,uᶜ,vowel,"[Кибрик, Кодзасов 1990: 334-335]",,sout3261
474,Dargwa,Mehweb,b,b,consonant,[Moroz 2017: 22-34],,mege1234
475,Dargwa,Mehweb,d,d,consonant,[Moroz 2017: 22-34],,mege1234
476,Dargwa,Mehweb,dz,ʒ,consonant,[Moroz 2017: 22-34],"у автора дан в скобках: аллофон z, есть в речи только старшего поколения",mege1234
